English,Tulu
Blessings are showered with the head three times.,ಮೂಜಿ ಸರ್ತಿ ತರೆ ತೊರತದ್ ಆಶೀರ್ವಾದ ಮಲ್ಪುವೆರ್
"But in today's time, we are nature.",ಆಂಡ ಇತ್ತೆದ ಕಾಲೊಡು ನಮ ಪ್ರಕೃತಿ
"In this proverb, the action is that the horse pulling the cart must be from the front of the cart.",ಈ ಗಾದೆಡು ಗಾಡಿ ಒಯ್ಪುನ ಕುದುರೆ ಗಾಡಿದ ದುಂಬುಡು ಉಪ್ಪೊಡು ಉಂದು ಕ್ರಮ
Manmatha is washing,ಮನ್ಮಥೆ  ಅರ್ದೊಂದುಲ್ಲೆ
Chickens are reared in everyone's home in Tulunadu,ತುಳುನಾಡುಡು ಮಾತೆರೆನಲ ಇಲ್ಲಡು ಕೋರಿ ತಾಂಕುವೆರು
"Before coming to this town, the people worshiped the gods in the name of truths.",ಈ ಊರುಗು ಬರ್ಪಿನೆಕ್ ದುಂಬೇ ಮುಲ್ಪದ ಜನೊಕುಲು ದೈವೊಲೆನ್ ಸತ್ಯೊಲು ಪನ್ಪಿನ ಪುದರ್ಡ್ ಆರಾಧನೆ ಮಲ್ತೊಂದಿತ್ತೆರ್
Manu's feet move faster after hearing the swaram.,ಸೊರ ಕೇಂಡಿನಂಚಿ ಮನುನ ಕಾರ್ ಬೀಸ ಬೀಸ ಪಜ್ಜೆ ಪಾಡ್ಀಂಡು
The juice is then released into the child's mouth.,ಕೆಪುಲ್ದ ಪೂಖ್ ಒಂಜಿ ಕೇಪುಳದ ಕಾಯಿ ಪಾರ್ದು
"When our Tulu who went far away got some money in their hands, ask the question of the Ashtamas.",ದೂರದೂರುಗ್ ಪೊಯಿನ ನಮ್ಮ ತುಲುವೆರ್ ಕೈಟ್ ಒಂತೆ ಕಾಸ್ ಆನಗ ಅಷ್ಟಮಂಗಲ ಪ್ರಶ್ನೆ ದೀಪಾದ್
Mohan celebrates,ಮೋಹನೆ ಸಂಭ್ರಮೊನು ಆಚರಿಸುವೆ
Aurobindo achieves great success,ಅರವಿಂದೆ ಎಡ್ಡೆ ಯಶಸ್ಸ್‍ನ್ ಸಾಧಿಸವೆ
Only those who have obtained a pass must attend the wedding.,ಪಾಸ್ ದೆತೊoದಿನಕುಲು ಮಾತ್ರ ಮದಿಮೆಡ್ ಪಾಲ್ ಪಡೆಯೊಡು .
Ananda is the rain god.,ವಿನೋದೆ ಬರ್ಸದ ದೇವತೆ
Nidheesh takes over,ನಿಧೀಶೆ ಆ ಕಂಪೆನಿನ್ ಆಯನ್ ವಶೊಕು ಪಡೆಯೊನುವೆ
The chicken is cooked and served with green eggs.,ನುರ್ಗೆ ಸೊಪ್ಪು ತೆತ್ತಿ ಕೊರಿಯ ಮೀನಾ ಮಲ್ತುದ್ ಬಲಸುವೆರ್
"Recently, the youth of Tulunadu have come together to talk about the worship of God.",ದೈವಾರಾಧನೆದ ಬಗ್ಗೆ ಮೂರಾನಿ ಇಂಚಿಪರ್ದಿಂಚಿ ತುಳುನಾಡ ಜವ್ವನ್ನೆರ್ ಒಟ್ಟಾದು ಮಲ್ಪುನ
He is a farmer by profession.,ಪಾರ್ದ್ ತಾಂಕುನ ರೈತೆ ಆಯೇ
akshaya rings the bell,ಅಕ್ಷಯೆ ಘಂಟೆ ಬೊಟ್ಟುವೆ
"Out of which, 687013 samples were found negative.",ಐಟ್ 687013 ಮಾದರಿ ನೆಗೆಟಿವ್‌ ಬೈದುಂಡು .
Chinmaya is on the run,ಚಿನ್ಮಯೆ ತಪ್ಪಾವೊಂದುಲ್ಲೆ
Cried out by the hand,ಕೈ ಆಡದ್ ಲೆತ್ತೆ
"In the past, however, relationships were highly valued in Tulunadu",ಎಂಚಿನನೆ ಆವಡ್ ತುಲುನಾಡ್ಡ್ ಪಿರಾಕ್ಡ್ ಸಂಬಂಧೊಲೆಗ್ ಮಸ್ತ್ ಬಿಲೆ ಇತ್ತುಂಡ್
According to the chronology of the birth of the child,ಬಾಲೆದ ಕಣ್ಣ್ ದ ಸಂದುಗ್ ಸಂದುದ್ ಎಣ್ಣೆ ಪೂಜುವೆರ್
Mobile photos and videos should be cut first.,ಮೊಬೈಲ್ ದ ಫೋಟೋ ವಿಡಿಯೋಗು ಸುರುಕ್ಕಾದ್ ಕಡಿವಾಣ ಪಾಡೊಡು
They offer prayers and make the woman sit down to be served.,ಪ್ರಾರ್ಥನೆ ಮಲ್ತುದ್ ಪೊಣ್ಣ್ ನ್ ಬಲಸರೆಗ್ ಕುಲ್ಲವೆರ್
"Once Shivaram Karanth, who had gone to pick him up from jail, had to pay for his bus.",ಒ೦ಜಿಸರ್ತಿ ಆರೆನ್‌ಜೈಲ್‌ಡ್ಜ್‌ ಲೆತೊಂದು ಬರ್ಕರ ಪೋಯಿನ ಶಿವರಾಮ ಕಾರಂತೆರೇ ಆರೆನ ಬಸ್ಟ್‌ದ ದುಡ್ಡುಕೂರೊಡಾದ್‌ ಬತ್ತ್‌ಂಡ್‌
Vithoba sings well,ವಿಠ್ಠಲೆ ಎಡ್ಡೆ ಪದ ಪನ್ಪೆ
Give the nectar to this poor family.,ಅಮೃತನು ಈ ಬಡ ಸಂಸರೋಗು ಒದಗಾದ್ ಕೊರ್ಲೆ ದೈವೊಲೆ
Sujaya argues,ಸುಜಯೆ ಅನುವಾದ ಮಲ್ಪುವೆ
The children went to school.,ಜೋಕುಲು ಸಾಲೆಗ್ ಪೊಯೆರ್
Aravind leaves,ಅರವಿಂದೆ ಬುಡ್ಪೆ
Arpit offers worship to the goddess,ಅರ್ಪಿತೆ ದೇವಿನ ಆರಾಧನೆ ಮಲ್ಪುವೆ
Akulu leads with responsibility,ಅಕುಲೆ ಜವಾಬ್ದಾರಿಡ್ ಮುತಾಲಿಕೆನ್ ವಹಿಸುವೆ
Abhinav went to the forest,ಅಭಿನವನು ಕಾಡ್‍ಗ್ ಪೋಯೆ
The officer is yelling,ಅಧೀಶೆ ಪಾಡೊಂದುಲ್ಲೆ
Ajit is pushing him.,ಅಜಿತೆ ಆಯನ್ ನೂಕೊಂದುಲ್ಲೆ
Akulu gets married,ಅಕುಲೆ  ಮದಿಮೆಯಾಪೆ
The bulls on the ghats were being taken by the Tulu at that time.,ಅಪಗಾ ಘಟ್ಟದ ಮಿತ್ತುದ ಎರುಕುಲೆನ್ ತುಳುವೆರ್ ದೆತೊಂದು ಇತ್ತೆರ್
Sureshan is the god of rain.,ಸುರೇಶೆ ಬರ್ಸದ ದೇವತೆ
"Knowing this, the Bhairava king of Karkala, Kenali, becomes angry.",ಪನ್ಪಿ ಸಂಗತಿ ಪಿಂದೊಂಡಿ ಕಾರ್ಲದ ಬೈರವರಸು ಕೋಪೊಡು ಗೆಂಡ ಆಪೆ
"Those born in the Uttara Nakshatra die after killing their parents, brother, and sister.",ಉತ್ತರೆ ನಕ್ಷತ್ರೂಡು ಪುಟ್ಟಿನಾಕ್ಲು ಅಪ್ಪೆಮ್ಮನ್ ಮೆಗ್ಯೆಅಣ್ಣೆಅಕ್ಕನಕ್ಲೆನ್ ಒತ್ತರೆ ಮಲ್ತ್ ದ್ ಸೈಪೆರ್
He recognized his ability to learn.,ಆಯನ ಬರವು ಕಲ್ಪುನ ಹಠೊನ್ ತೊಜಾಯೆರ್
Old Pikka to the Elephant Fort,ಕೊಟ್ಟು ಕೊತ್ತಲಿಗೆ ಪರ ಪಿಕ್ಕಾಸ್
No more camps are allowed for the vaccination camp run by the association.,ನನ ದುಂಬೇ ಒವ್ವೆ ಶಿಬಿರಲು ಸಂಘಸಂಸ್ಥೆರ್ದ್ ನಡಪಾವುನ ಲಸಿಕಾ ಶಿಬಿರಗ್ ಅವಕಾಶ ಇಜ್ಜಿ .
"The middle brother said, ""We should kiss our sister's hair and see her beauty.","ನಡುವನೆ ಪಂಡೆ “ನಮ್ಮ ತ೦ಗಡಿನ ಕುಜಲ್‌ ಕುಜಲುಗ್ಗಾ ಮುತ್ತು ಕೋಪೊಡು, ಅಯಿನಒ೦ಜಿ ಸಿ೦ಗಾರ ತೂವೊಡು"
Wealth asks for auroragoguyan,ಸಂಪತ್ತು ಅರ್ಯುರಾಗೊಗ್ಯನ್ ಕೊರ್ಲೆ ಪಂದ್ ಕೇನೊನುವೆರ್
Because they don't know who they are.,ದಾಯೆ ಪಂಡ ಅಕ್ಲೆಗ್ ಯೆರುಂದೆ ಪರಿಚಯ ಇಪ್ಪುಜಿ
It saved society in the name of religion.,ಐಕ್ ಧರ್ಮದ ಪುದರ್ಡ್ ಸಮಾಜ ಒರಿಪಾವೊಂದಿತ್ತೆರ್
Manikanta went to the forest,ಮಣಿಕಂಠೆ ಕಾಡ್‍ಗ್ ಪೋಯೆ
Some are teaching and learning in school.,ಕೆಲವೊಂಜಿ ಸಾಲೆಡ್ ಕಲ್ಪವೊಂದ್ ಕಲ್ತೊಂದು ಉಲ್ಲೆರ್
Dileep is looking for,ದಿಲೀಪೆ  ನಾಡೊಂದುಲ್ಲೆ
Saketa rings the bell,ಸಾಕೇತೆ ಘಂಟೆ ಬೊಟ್ಟುವೆ
Manikanta is telling the truth,ಮಣಿಕಂಠೆ ಸತ್ಯ ಪನೊಂದುಲ್ಲೆ
"He was the manager of the Mangalore Evening Voice for the last 18 years and won everyone's hearts with his simplicity, gentleness and smiling face.","ಕರಿನ 18 ವರ್ಷರ್ದ್ ಕುಡ್ಲ ಸಂಜೆವಾಣಿ ಆವೃತ್ತಿಡ್ ವ್ಯವಸ್ಥಾಪಕ ಹುದ್ದೆಡಿತ್ತಿನ ವಿಜಯ್ ಮೇರ್ , ಸರಳ, ಸಜ್ಜನಿಕೆ ಬೊಕ್ಕ ತೆಲಿಕೆ ಮೋನೆದ ಮುಖೇನ ಮಾತೆರ್ನ ಮನ ಗೆಂದ್ ದಿತ್ತೆರ್."
But he's like that.,ಆಂಡ ಆಯಗೇ ಇಂಚಿನ
Don't eat pork there.,ಅಲ್ಲ್ ಪಂಜಿ ಕಜಿಪು ಮಲ್ಪರ ಬಲ್ಲಿ
The vision is remembering,ದರ್ಶನೆ  ನನೆವೊಂದುಲ್ಲೆ
Jagdish is watching,ಜಗದೀಶೆ  ಗಮನಿಸೊಂದುಲ್ಲೆ
There is no reduction in the stomach of the fetus.,ಬತ್ತಿ ಬಿನ್ನೆರೆನ ಬಂಜಿಗು ಕಡಮೆಯಾವೆರಲಾ ಬಲ್ಲಿ
Kaushik is flying,ಕೌಶಿಕೆ  ರಾಪಾವೊಂದುಲ್ಲೆ
Aurobindo is dressed in a filthy robe,ಅರವಿಂದೆ ಕುರೆಯಾತಿನ ಕುಂಟು ಪಾಡ್ದೆ
"When there was a camera, only the camera was taking pictures of the gods",ಕ್ಯಾಮರ ಇಪ್ಪುನಗ ಕ್ಯಾಮರಮೆನ್ಲು ಮಾತ್ರ ದೈವೊಲೆನ ಫೋಟೋ ದೆತ್ತೊಂದು ಇತ್ತೆರ್
Sivananda is running,ಶಿವಾನಂದೆ  ಜಾರವೊಂದುಲ್ಲೆ
"At present, the process of sealing is going on",ಇತ್ತೆದ ದಿನೊಟ್ ಬಯಕೆ ಪಾಡುನ ಕ್ರಮ ನಡತೊಂದ್ ಬರೊಂದುಂಡ್
Now only those who have registered and are guaranteed a slot will be vaccinated.,ಇತ್ತೆ ನೋಂದಣಿ ಮಲ್ತ್ ದ್ ಸ್ಲಾಟ್‌ ಖಾತರಿ ಆಯಿನಕ್ಲೆಗ್ ಮಾತ್ರ ಲಸಿಕೆ ಕೊರ್ಪೆರ್ .
"Dakshina Kannada Co-operative Milk Producers'Federation, Mangalore has been collecting milk, processing / preparing various products in rural areas of Dakshina Kannada and Udupi and providing'Nandini'milk and milk products to customers for many years.","ಕುಡ್ಲದ ದಕ್ಷಿಣ ಕನ್ನಡ ಸಹಕಾರಿ ಪೇರ್ ಉತ್ಪಾದಕೆರ್ನ ಒಕ್ಕೂಟ ನಿಯಮಿತ ದಕ್ಷಿಣ ಕನ್ನಡ ಬೊಕ್ಕ ಒಡಿಪುದ ಗ್ರಾಮೀಣ ಪ್ರದೇಶಡ್ ಪೇರ್ ಸಂಗ್ರಹ ಮಲ್ತ್ದ್ , ಸಂಸ್ಕರಣೆ/ ವಿವಿಧ ಉತ್ಪನ್ನದ ತಯಾರ್ ಮಲ್ತ್ದ್ ‘ನಂದಿನಿ’ ಪೇರ್ ಬೊಕ್ಕ ಪೇರ್ ದ ತೆನಸ್ ಲೆನ್ ಗ್ರಾಹಕೆರೆಗ್ ಅವ್ವೆತೋ ವರ್ಷರ್ದ್ ಕೊರೊಂದು ಉಂಡು."
The boss wants to,ಅಧೀಶೆ  ಇಚ್ಚಿಸುವೆ
Aditeya is dressed in a filthy robe,ಅದಿತೇಯೆ ಕುರೆಯಾತಿನ ಕುಂಟು ಪಾಡ್ದೆ
He saw the beauty of truth in the beauty of the earth.,ಭೂಮಿದ ಐತೊಡು ಸತ್ಯೊಲೆ ಸಿಂಗಾರ ತೊಯೆರ್
But only 30 rickshaw pullers got the compensation.,ಆಂಡ ಕಾಲಿ 30 ರಿಕ್ಷಾದಕಲೆಗ್ ಮಾತ್ರ ಆ ಪರಿಹಾರ ತಿಕ್ ದ್ಂಡ್.
But Bir doesn't give up his job and go down.,ಆಂಡ ಬೀರೆ ತನ್ನ ಕಜ್ಜೊ ಬುಡ್ದ್ ತಿರ್ತ್ ಜಪ್ಪುಜೆ
Ashwath is the charioteer,ಅಶ್ವಥೆ ಸಾರಥಿಯಾತೆ
Prayers inside the sanctum sanctorum in real temples in the town of Oor,ಊರು ಊರುದ ನಿಜ ದೇವಸ್ಥಾನೊಳೆಡು ಗರ್ಭಗುಡಿತ ಉಲಾಯಿ ಪೂಜಿ
The woman's husband then,ಅಯಿರ್ದ್ ಬೊಕ ಪೊಣ್ಣನ ಕಂಡನೆ
When can you join the mat after losing the day's work and eating the dough?,ದಿನೊತ್ತ ಕೆಲಸೊಡು ಸೋತು ಪೋದು ಉಂಡುದು ತಿಂದುದು ಯಾಪ ಪಜೆ ಸೇರೋನೊಲಿ
Chinmaya drives,ಚಿನ್ಮಯೆ  ಬುಡ್ಪೆ
The Gods of Indra,ಇಂದ್ರೆ ದೇವತೆ
arya is healthy,ಆರ್ಯೆ ಆರೋಗ್ಯವಂತೆಯಾತೆ
Every family that has gone into modernity is becoming a part of it,ಆಧುನಿಕತೆಗ್ ಪೋಯಿನ ಪ್ರತಿ ಕುಟುಮೊಲಾ ಪಾಲಾವೊಂದು ಪೋವೊಂದುಂಡು
Gaurish is flaunting a garment,ಗೌರೀಶೆ ಕುಂಟುನು ರಾಪಾವೊಂದುಲ್ಲೆ
Kannada poets from Pampa to Ratnakar Varni,ಕನ್ನಡದ ಕವಿಕ್ಕುಲಾಯಿನ ಪಂಪಡ್ದ್ ಪತಿನ ರತ್ನಾಕರ ವರ್ಣಿ ಮುಟ್ಟಲಾ
Advaita is executing the word,ಅದ್ವೆತೆ ಪಾತೆರೊನು ಜಾರವೊಂದುಲ್ಲೆ
The King Reads the Lesson,ರಾಜೆ ಪಾಠ ಓದುವೆ
Prasanna achieves,ಪ್ರಸನ್ನೆ  ಸಾಧಿಸವೆ
Pratibha is looking beautiful,ವಿಭವೆ ಪೊರ್ಲು ತೋಜೊಂದುಲ್ಲೆ
Abhinav is watching,ಅಭಿನವನು  ಗಮನಿಸೊಂದುಲ್ಲೆ
Wisdom is cheering,ವಿವೇಕೆ ಹುರಿದುಂಬಿಸಾವೊಂದುಲ್ಲೆ
Nanjund is kissing,ನಂಜುಡೆ  ಮುತ್ತ-ಕೊರೊಂದುಲ್ಲೆ
As the blood began to flow,ನೆತ್ತೆರ್ ಬರ್ರೆ ಸುರು ಆಂಡ್ ಗೆ
"If you come, get up for Sumati.",ಬತ್ತಲ್ಡ ಸುಮತಿಯಕ್ಕನೇ ಲಕೊಂದು
Bahubali statue of Shravanabelagola,ಶ್ರವಣಬೆಳಗೋಳದ ಪೊರ್ಲುದ ಬಾಹುಬಲಿ ಮೂರ್ತಿ
Sitting face down with a silver headgear.,ಬೊಳ್ಳಿದ ತಲೆಪಟ್ಟ ದೀದ್ ಅಂಚಿ ಮೋನೆ ಪಾರ್ದ್ ಕುಲೊಂದೆರ್
Drawing a boundary for our body inside the temple,ಗುಡಿತ ಉಲಾಯಿದ ನಮ್ಮ ಮೆಯಿಕು ಗಡಿ ಪನ್ನುಣ್ಡ ಗೆರೆ ಪಾಡುನು
Narayan is unintelligent,ನಾರಾಯಣೆ ಬುದ್ಧಿಹೀನೆಯಾತೆ
It shows that Ramanna's wife was not taken away by the truths.,ಅಯಿಟ್ ತೋಜೊಂದು ಉಂಡು ರಾಮಣ್ಣನ ಬೊಡೆದಿನ್ ಸತ್ಯೊಲು ದೆತ್ತಿನಿ ಅತ್ತ್
Jayaraj has forgotten the way,ಜಯರಾಜೆ ಸಾದಿನ್ ಮದತ್‍ದೆ
Ramanna is happy.,ಲಚ್ಚನದ ಪೊಂಜೊವು ಪಂಡಿ ಪಾತೆರ ಪಲಿತ್ಂಡ್
To speak of the brahmins of Balima,ಬಲಿಮೆದ ಬಟ್ರ್ ಪಂಡಿನ ಪಾತೇರೊಗು
His mind drifts towards Ramya as if something is missing,ದಾದನ ಬಿರ್ಕ್ ದ್ ಪೋಯಿಲೆಕ್ಕ ರಮ್ಯನಂಚಿ ಆಯನ ಉಡಲ್ ದಂಗೊಂದು ಉಂಡು
Make your brother mad,ಅಣ್ಣನ್ ಮರ್ಲ್ ಕಟ್ಟಾದ್
What is the reason for forgetting our previous bundle?,ನಮ್ಮ ಪಿರಾಕ್ದ ಕಟ್ಟ್ ಕಟ್ಟಲೆ ಮದತ್ ಪೊವರೆ ಕಾರಣ ದಾದ
Karangolu is the name of a dance.,ಕರಂಗೋಲು ಕುಣಿತ ಸಂಪೊಲಿಪುಲೆ
Vinayaka is protesting,ವಿನಾಯಕೆ  ಪ್ರತಿಭಟಿಸವೊಂದುಲ್ಲೆ
Kartik is walking,ಕಾರ್ತಿಕೆ ನಡತೊಂದುಲ್ಲೆ
Believers were deceived.,ನಂಬಯಿನಕ್ಲೇ ಮೋಸ ಮಲ್ತೆರ್ ಪನೊಂದು
"If the soil is not dug, the bread of the mother of life will not be found.",ಪನ್ಪಿ ಮಣ್ಣ್ ಒಕ್ಕಂದೆ ಪೋಯಡ ಜೂವನ ಪನ್ಪಿ ಮಾಯೊದ ರೊಟ್ಟಿ ಕೈಕ್ ತಿಕ್ಕಂದ್
Remembering this also brings to mind the story mentioned above,ಈ ಪಾತೆರೊನು ನೆನೆಪನಗ ಮಿತ್ತುಡು ಪಣ್ತಿನ ಕತೆಲಾ ನೆನೆಪಾಂಡು
"Three days after birth, they are given a bath with milk.",ಖಾಲಿ ನೀರ್ ಡ್ ಮೀಪಾವೆರ್
Sudhama scores well in the exam,ಸುಧಾಮೆ ಪರೀಕ್ಷೆಡ್ ಎಡ್ಡೆ ಅಂಕೊನು ಪಡೆಪೆ
Waking up early to silver,ಪುಲ್ಯ ಏಪ ಒರ
Wisdom is barking,ವಿವೇಕೆ  ಬೊಬ್ಬೆಪಾಡೊಂದುಲ್ಲೆ
No one talks if they don't give birth for a year.,ವರ್ಷ ಪೆದ್ಜಿಂಡ ಏರ್ಲ ಮನಿಪುಜೆರ್
"By this time, the Madyalannas have come to conserve clean water.",ಅತ್ ಪೊರ್ತುಗ್ ಮಡ್ಯೆಲಣ್ಣೆರ್ ಶುದ್ದ ನೀರು ತಲಿಪು ಮಲ್ತೊಂದು ಬರ್ಪೆರ್
As if there were so many things to show,ತೋಜಾವುನ ಅವೇತೊ ಇಚಾರೊಲೆನ್ ಪಂತೆರ್ಗೆ
Sarvesh is eating sweets,ಸರ್ವೇಶೆ ಚೀಪೆ ತಿನ್ನೊಂದುಲ್ಲೆ
The symbol is protesting,ಪ್ರತೀಕೆ  ಪ್ರತಿಭಟಿಸವೊಂದುಲ್ಲೆ
"Seventy bunglows for seven days, standing in a tent inside.",ಉಲಾಯಿ ಚಾವಡಿಡು ಉಂತುದ್ ಏಳ್ ದಿನೊತ್ತ ಅಗೆಲ್ ಏಳ್ಪ ಬಂಗುಡೆ
Saral Jumadi is the divine Jumadi of Karnika.,ಸಾರಲ್ ಜಿಮಾದಿ ಕಾರ್ನಿಕೊದ ದೈವೊ ಜುಮಾದಿ
There you are commanded by Jumad to stay.,ಬ್ರಹ್ಮೆರ್ ಒಂಜಿ ತಾರಾಯಿನ್ ರಾಪದ್ ಉಂದ್ ವೊಲ್ ಬೂರುಂಡ
Manmatha is soaking in the rain,ಮನ್ಮಥೆ ಬರ್ಸೊಗು ನನೆವೊಂದುಲ್ಲೆ
Siri's husband Kanthu Poonjar of Basrur Batakari,ಸಿರಿನ ಕಂಡನಿ ಬಸಲೂರ ಬತ್ತಕೇರಿದ ಕಾಂತು ಪೂಂಜೆರ್
Grandmother used to teach the grandchildren the essence of a good life,ಅಜ್ಜಿ ಪುಲ್ಲಿಗ್ ಎಡ್ಡೆ ಬದುಕುದ ತಿರ್ಲ್ನ್ ತೆರಿಪಾವೊಂದಿತ್ತೆರ್
It can also be said to be a phrase,ಅವ್ವತ್ತಂದೆ ನುಡಿಗಟ್ಟು ಇಂದುದುಲಾ ಪಣೋಲಿ
Learn how to repeat the ritual of Karangolu,ಕೈ ಕಾರ್ಀಗ್ಀಲಾ ಇಂದುವೇ ರೀತಿದ ಚುಕ್ಕೆ ಪಾಡುವೆರ್
Sun and moon in the cradle,ಬೊಕಸ್ ಚೆನ್ನರೆ ಬೂರುದ ಕೋಲು ದೀಪೆರ್
Too much work,ಬೇಲೆದ ಕೈ ನಿಲ್ಕೆ
You must come to our house for the festival.,ಈರ್ ಪರ್ಪೊ ಗ್ ಎಂಕ್ಲೆನ ಇಲ್ಲಡೆ ನಿಘಂಟ್ ಬರೊಡ್
"But in some places, if the maidservants do not come, it is as if the master of the town is doing it.",ಅಂಡ ಕೆಲವೊಂಜಿ ಕಡೆಟ್ ಮಡ್ಯೆಲೆರ್ ಬತ್ತುಜಿಂಡ ಊರುದ ಗುರ್ಕಾರೆನೆ ಮಲ್ಪೆದೆಗೆ
They are raising awareness about it.,ಅಯಿತ ಬಗ್ಗೆ ತೆರಿಪು ಮಾಲ್ಪಾವೊಂದು ಉಲ್ಲೆರ್
The rest of the valley's milk is not meant for all livestock.,ಕಣಿಲೆದ ಒರಿನ ಪಾಲೆನ್ ಪೂರ ಕೈಕಂಜಿಲೆಗ್ ಪಾಡಿಯರ ಇಜ್ಜಿ
Brahma in the form of a Brahmin begs that the lamp of your house will be lit.,ನಿನ್ನ ಬೂಡೂದ ಸಿರಿ ಬೆಳಗುಂಡು ಪಂಡುದ್ ಭಿಕ್ಷೆ ಪತ್ತುಂಡು ಬೆರಣ ರೂಪದ ಬೆರ್ಮೆ
Today is the day when your words came to pass at that time.,ಇನಿ ಆ ಕಾಲೊಡು ಈ ಪಂಡಿ ಪಾತೆರ ನೆಗೆತ್ ಬೈದಿನ ಪೊರ್ತು ಜುಮಾದಿ
What will you do to the mango tree when I die?,ದಾನೆ ಈ ಯಾನ್ ಸೈತಿ ಕಾಲೊಡು ಕುಕ್ಕುದ ಮರೊಟು ಡೋಲು ಪಾಡುವುನಾ
Chinmaya wants to play,ಚಿನ್ಮಯೆ ಗೊಬ್ಬರೆ ಇಚ್ಚಿಸುವೆ
If there is a female pig,ಪೊಣ್ಣು ಪಂಜಿ ಒಂಜಿ ಇತ್ತುಂಡ
"By the time one hears what is said, the beggar becomes a Brahmin.",ಪಂಡಿ ಬಾಯಿ ದೊಂಡೆಡಾವೊಡ್ಡ ಭಿಕ್ಷೆದ ಬೆರಣೆ ಮಾಯಕ ಆಪುಂಡು
Boundary delimitation also means authorization and dictionaries of jurisdictions.,ಗಡಿ ಪಾಡುನೆಕ್ಕು ಅಧಿಕಾರ ಬೊಕ್ಕ ಅಧಿಕಾರವಲಯನೊನು ನಿಘಂಟು ಮಲ್ಪುನು ಇಂದುದುಲಾ ಅರ್ಥ ಉಂಡು
Ram is starving,ರಾಮಗ್ ಬಡವು ಆವೊಂದುಂಡು
The anointing makes a fight,ಅಭಿಷೇಕೆ ಪೋರ್‍ಂಬಾಟ ಮಲ್ಪುವೆ
Akulu worships Shiva,ಅಕುಲೆ ಶಿವನ ಆರಾಧನೆ ಮಲ್ಪುವೆ
It was used only for a very large work.,ಮಲ್ಲ ಮಲ್ಲ ಕಾರ್ಯಗ್ ಮಾತ್ರ ಉಪಯೋಗ ಅವೊಂದು ಇತ್ತುಂಡು
